"","X","Date","Price","Text","bing_score","nrc_score","afin_score"
"715",715,"2011-11-11",114.43,"watch what s america worth hosted and narrated by me this sunday at pm on discovery ",1,1,1
"719",719,"2011-11-11",114.43,"to the brave men and women past and present in our armed services best wishes on veterans day ",1,1,1
"722",722,"2011-11-11",114.43,"october has a foreclosure increase last month is this barackobama s economic recovery ",1,1,-1
"725",725,"2011-11-14",112.57," barackobama the habitual vacationer called america lazy this past weekend while in hawaii ",-1,-1,-1
"731",731,"2011-11-15",111.9," barackobama has increased the epa budget by over the epa is an impediment to both growth and jobs it sends jobs overseas ",-1,1,1
"733",733,"2011-11-15",111.9," when mistakes are made and they will be the entrepreneur s true character emerges and further growth takes place the midas touch ",-1,1,1
"737",737,"2011-11-16",111.91,"my new book time to get tough comes out on december th pre order on amazon com it s the best book i ve ever written ",1,-1,1
"738",738,"2011-11-17",109.25,"crude has skyrocketed since barackobama delayed the keystone pipeline not only are jobs gone but family budgets are tightening ",-1,-1,-1
"742",742,"2011-11-17",109.25,"the federal deficit crossed trillion of our gdp yet the super committee can t find trillion i cont ",1,-1,1
"744",744,"2011-11-18",107.82,"why is barackobama delaying the sale of f aircraft to taiwan wrong message to send to china timetogettough",-1,-1,-1
"745",745,"2011-11-18",107.82,"obamacare is one of the greatest threats our country faces it is unsustainable and will lead america into complete insolvency ",-1,-1,1
"751",751,"2011-11-21",105.98,"the house s failure to pass the balance budget amendment was another unforced error by the gop very disappointing ",-1,-1,-1
"753",753,"2011-11-21",105.98,"if barackobama wanted the super committee to succeed he would have lead instead he has been campaigning where is the leadership ",1,1,1
"754",754,"2011-11-21",105.98,"egypt is turning into a hot bed of radical islam the current protest is another coup attempt we should never have abandoned mubarak ",-1,-1,-1
"757",757,"2011-11-22",107.77,"why are we giving china foreign aid couldn t the super committee have agreed to at least cut that outlay timetogettough",1,1,1
"762",762,"2011-11-23",106.83,"in my new book timetogettough i make a full financial disclosure detailing my net worth ",1,1,1
"768",768,"2011-11-28",109.38,"the failure of the super committee shows washington has truly incompetent leaders timetogettough",-1,-1,-1
"769",769,"2011-11-28",109.38,"why does barackobama support the radical islamists in egypt protests yet has such a high disregard for the tea party ",-1,-1,-1
"778",778,"2011-11-29",111.25,"real unemployment is at over businesses won t hire until barackobama is defeated in timetogettough",1,1,-1
"780",780,"2011-11-29",111.25," trumpvlog barackobama is very inconsiderate ",-1,-1,-1
"781",781,"2011-11-29",111.25,"my new book time to get tough will be out dec th solutions you won t hear from the politicians the bes cont ",1,-1,1
"782",782,"2011-11-30",111.22,"it s inconvenient and inconsiderate barackobama is doing a fundraiser tonight making it almost impossibl cont ",-1,-1,-1
"790",790,"2011-12-01",108.83,"when it comes to china barackobama practices pretty please diplomacy he begs and pleads and bows and it cont ",1,1,1
"792",792,"2011-12-01",108.83,"he ruins the brand bobbeckel doesn t belong on foxnews as cm for mondale in you lost states sad ",-1,-1,-1
"793",793,"2011-12-01",108.83,"why doesn t opec lower the price of crude to help avert the european crisis crude keeps rising during the dow cont ",-1,-1,-1
"795",795,"2011-12-02",109.59,"when it comes to china barackobama practices pretty please diplomacy he begs and pleads and bows and it cont ",1,1,1
"800",800,"2011-12-02",109.59,"he ruins the brand robertgbeckel doesn t belong on foxnews as cm for mondale in you lost states sad ",-1,-1,-1
"802",802,"2011-12-02",109.59,"don t forget next friday december th i ll be signing my new book howtogettough in trump tower from a m cont ",1,1,-1
"807",807,"2011-12-05",110.18,"met newtgingrich at trump tower today he s a big thinker ",1,1,1
"810",810,"2011-12-06",110.16,"forty six million americans more than at any time ever in the history of this country now live under the poverty line timetogettough",-1,-1,-1
"817",817,"2011-12-06",110.16,"canada s legal immigration plan starts with a simple and smart question how will any immigrant applying fo cont ",1,1,1
"821",821,"2011-12-08",108.23," newsmax is a great news org and and its pres debate in ia on will be fair balanced and informative ralphreed",1,1,1
"822",822,"2011-12-08",108.23,"happy to have ralphreed and the ffc s endorsement of the newsmax iontv debate ffc is a great organization ",1,1,1
"823",823,"2011-12-08",108.23,"i ll be signing copies of my new book time to get tough tomorrow in trump tower am to pm hope to see you there ",1,1,1
"825",825,"2011-12-08",108.23,"you know what is the worst part of barackobama s tuesday speech playing class warfare we paid for it with our tax dollars ",-1,-1,-1
"827",827,"2011-12-08",108.23,"excited to have sarahpalinusa s endorsement of the newsmax iontv debate sarah is terrific ",1,1,1
"828",828,"2011-12-08",108.23,"jeffrey lord former reagan adviser has endorsed the newsmax iontv debate with a great article ",1,1,1
"829",829,"2011-12-08",108.23,"newsmax is a great news organization and its pres debate in ia on dec will be fair balanced and informative ralphreed",1,1,1
"831",831,"2011-12-08",108.23,"why does barackobama continue to defend radical islam he is calling the ft hood massacre workplace violence ",-1,-1,-1
"837",837,"2011-12-09",107.91,"iowa congressman stevekingia has endorsed the newsmax iontv debate he has been doing great work in the house ",1,1,1
"839",839,"2011-12-09",107.91,"a great crowd at trump tower for timetogettough book signing ",1,1,1
"840",840,"2011-12-09",107.91,"excited that ourcountrypac s amy kremer has endorsed the newsmax iontv debate the tea party express is a great group ",1,1,1
"844",844,"2011-12-09",107.91,"rick santorum making a strong point on the newsmax iontv debate ricksantorum ",1,1,1
"846",846,"2011-12-09",107.91,"i ll be signing copies of my new book time to get tough today at trump tower am to pm hope to see you there timetogettough",1,1,1
"847",847,"2011-12-09",107.91,"looks like the line has started be sure to join me for book signing timetogettough starting at am to pm here in trump tower ",1,1,1
"849",849,"2011-12-09",107.91,"excited that ourcountrypac s amy kremer has endorsed the newsmax iontv debate the tea party express is a great group ",1,1,1
"852",852,"2011-12-12",107.82,"i was on a tele townhall with teambachmann and hosted her times in trump tower yet she declined the newsmax iontv debate no loyalty ",1,1,1
"854",854,"2011-12-12",107.82," barackobama has accumulated more debt in years than the first presidents combined he is simply out of control ",-1,-1,-1
"856",856,"2011-12-12",107.82,"if these guys have any integrity they d say no to msnbc a network that few watch and is very negative andrewbreitbart re debate ",-1,1,-1
"857",857,"2011-12-13",109.25,"we need a dealmaker in the white house who knows how to think innovatively and make smart deals timetogettough ",1,1,1
"860",860,"2011-12-13",109.25,"look here s the deal barackobama has been a total disaster he has spent this country into the ground and destroyed jobs timetogettough",-1,-1,-1
"862",862,"2011-12-13",109.25,"real unemployment is we must simplify the tax code and start making our own products again to bring our jobs back from overseas ",1,1,-1
"873",873,"2011-12-14",105.72,"i feel sorry for rosie s new partner in love whose parents are devastated at the thought of their daughter being with rosie a true loser ",-1,1,-1
"878",878,"2011-12-14",105.72,"save your time rosie and focus on your horrible ratings and don t mention my name on talk shows anymore or you will get more of the same ",-1,1,-1
"881",881,"2011-12-14",105.72," trumpvlog same last name same bad ratings lawrence and rosie ",-1,-1,-1
"884",884,"2011-12-14",105.72," badratings lawrence s show failed at pm and is failing even worse at pm not long for tv ",-1,-1,-1
"885",885,"2011-12-14",105.72,"it has been great to meet so many wonderful people in my timetogettough book signings anyone who wants to be prez should read ",1,1,1
"886",886,"2011-12-14",105.72,"hope to see you tomorrow in trump tower th ave betw and i ll be signing copies of my book timetogettough from noon until pm",1,1,1
"893",893,"2011-12-15",104.52,"with the number of tweets sad sack rosie has done she has totally lost control of herself hopefully not a breakdown ",-1,-1,-1
"894",894,"2011-12-15",104.52,"so biased time made the protester as the person of the year time celebrates ows but vilified the tea party last year ",-1,-1,1
"895",895,"2011-12-15",104.52,"it is great to meet fellow patriots at the timetogettough book signings can t wait to meet more today at trump tower from pm to pm",1,1,1
"896",896,"2011-12-15",104.52,"the first book signing at trump tower for timetogettough was so popular that i m doing another one today from noon to pm trump tower",1,1,1
"899",899,"2011-12-15",104.52,"more people attend a jonhuntsman rally than watch lawrence on msnbctv all week lawrence is very lonely cont ",-1,-1,-1
"900",900,"2011-12-16",104,"china just put a tariff on us cars and trucks china is laughing at our inept leaders barackobama",-1,-1,1
"903",903,"2011-12-16",104,"your civil liberties mean nothing if you re dead that s why the single most important function of the federal cont ",-1,1,-1
"905",905,"2011-12-16",104,"opec is setting crude at barrel on signs us economy is improving opec uses any excuse to rip us off and our leaders just watch ",-1,-1,1
"907",907,"2011-12-16",104,"the lightweight jonhuntsman used my name in a debate for gravitas it didn t work sad ",-1,1,-1
"910",910,"2011-12-16",104,"my interview with barbarajwalters in her abc special most fascinating people of ",1,1,1
"912",912,"2011-12-19",104.55,"congratulations to my son eric for making the forbes under list he s done a great job ",1,1,1
"914",914,"2011-12-19",104.55,"with a record deficit and trillion in debt barackobama is spending million of our money on his hawaii vacation just plain wrong ",-1,-1,-1
"915",915,"2011-12-20",107.8," he thinks that the wealth you create belongs to the government barackobama doesn t respect the fact that the cont ",1,1,1
"916",916,"2011-12-20",107.8,"he thinks that the wealth you create belongs to the gov t barackobama doesn t respect the fact that the money he wastes belongs to us ",1,1,1
"918",918,"2011-12-20",107.8,"a great gift idea is my new book timetogettough easy to order on amazon ",1,1,1
"919",919,"2011-12-20",107.8,"iraq in political turmoil one day after we leave i told you so ",-1,-1,-1
"922",922,"2011-12-20",107.8,"joe biden said that the taliban is not our enemy i wonder how our troops in afghanistant that are under attack view biden s statement ",-1,-1,-1
